"base_experience","height","id","order","sprites","types","weight","name","bmi"
172,14,128,209,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/128.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",884,"Tauros",631.4285714285714
40,9,129,210,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/129.png""}","[{""slot"":1,""type"":{""name"":""water""}}]",100,"Magikarp",111.11111111111111
187,25,131,213,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/131.png""}","[{""slot"":1,""type"":{""name"":""water""}},{""slot"":2,""type"":{""name"":""ice""}}]",2200,"Lapras",880
189,65,130,211,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/130.png""}","[{""slot"":1,""type"":{""name"":""water""}},{""slot"":2,""type"":{""name"":""flying""}}]",2350,"Gyarados",361.53846153846155
101,3,132,214,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/132.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",40,"Ditto",133.33333333333334
65,3,133,215,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/133.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",65,"Eevee",216.66666666666669
184,9,136,219,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/136.png""}","[{""slot"":1,""type"":{""name"":""fire""}}]",250,"Flareon",277.77777777777777
184,10,134,217,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/134.png""}","[{""slot"":1,""type"":{""name"":""water""}}]",290,"Vaporeon",290
184,8,135,218,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/135.png""}","[{""slot"":1,""type"":{""name"":""electric""}}]",245,"Jolteon",306.25
79,8,137,225,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/137.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",365,"Porygon",456.25
71,4,138,228,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/138.png""}","[{""slot"":1,""type"":{""name"":""rock""}},{""slot"":2,""type"":{""name"":""water""}}]",75,"Omanyte",187.5
71,5,140,230,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/140.png""}","[{""slot"":1,""type"":{""name"":""rock""}},{""slot"":2,""type"":{""name"":""water""}}]",115,"Kabuto",230
173,10,139,229,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/139.png""}","[{""slot"":1,""type"":{""name"":""rock""}},{""slot"":2,""type"":{""name"":""water""}}]",350,"Omastar",350
173,13,141,231,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/141.png""}","[{""slot"":1,""type"":{""name"":""rock""}},{""slot"":2,""type"":{""name"":""water""}}]",405,"Kabutops",311.53846153846155
180,18,142,232,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/142.png""}","[{""slot"":1,""type"":{""name"":""rock""}},{""slot"":2,""type"":{""name"":""flying""}}]",590,"Aerodactyl",327.77777777777777
189,21,143,235,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/143.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",4600,"Snorlax",2190.4761904761904
290,17,144,236,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/144.png""}","[{""slot"":1,""type"":{""name"":""ice""}},{""slot"":2,""type"":{""name"":""flying""}}]",554,"Articuno",325.88235294117646
290,16,145,238,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/145.png""}","[{""slot"":1,""type"":{""name"":""electric""}},{""slot"":2,""type"":{""name"":""flying""}}]",526,"Zapdos",328.75
290,20,146,240,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/146.png""}","[{""slot"":1,""type"":{""name"":""fire""}},{""slot"":2,""type"":{""name"":""flying""}}]",600,"Moltres",300
60,18,147,242,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/147.png""}","[{""slot"":1,""type"":{""name"":""dragon""}}]",33,"Dratini",18.333333333333336
147,40,148,243,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/148.png""}","[{""slot"":1,""type"":{""name"":""dragon""}}]",165,"Dragonair",41.25
300,22,149,244,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/149.png""}","[{""slot"":1,""type"":{""name"":""dragon""}},{""slot"":2,""type"":{""name"":""flying""}}]",2100,"Dragonite",954.5454545454545
64,9,152,249,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/152.png""}","[{""slot"":1,""type"":{""name"":""grass""}}]",64,"Chikorita",71.11111111111111
340,20,150,245,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/150.png""}","[{""slot"":1,""type"":{""name"":""psychic""}}]",1220,"Mewtwo",610
142,12,153,250,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/153.png""}","[{""slot"":1,""type"":{""name"":""grass""}}]",158,"Bayleef",131.66666666666669
300,4,151,248,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/151.png""}","[{""slot"":1,""type"":{""name"":""psychic""}}]",40,"Mew",100
236,18,154,251,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/154.png""}","[{""slot"":1,""type"":{""name"":""grass""}}]",1005,"Meganium",558.3333333333334
62,5,155,252,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/155.png""}","[{""slot"":1,""type"":{""name"":""fire""}}]",79,"Cyndaquil",158
142,9,156,253,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/156.png""}","[{""slot"":1,""type"":{""name"":""fire""}}]",190,"Quilava",211.11111111111111
240,17,157,254,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/157.png""}","[{""slot"":1,""type"":{""name"":""fire""}}]",795,"Typhlosion",467.6470588235294
43,8,161,258,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/161.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",60,"Sentret",75
63,6,158,255,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/158.png""}","[{""slot"":1,""type"":{""name"":""water""}}]",95,"Totodile",158.33333333333334
142,11,159,256,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/159.png""}","[{""slot"":1,""type"":{""name"":""water""}}]",250,"Croconaw",227.27272727272728
239,23,160,257,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/160.png""}","[{""slot"":1,""type"":{""name"":""water""}}]",888,"Feraligatr",386.0869565217392
52,7,163,260,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/163.png""}","[{""slot"":1,""type"":{""name"":""normal""}},{""slot"":2,""type"":{""name"":""flying""}}]",212,"Hoothoot",302.8571428571429
158,16,164,261,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/164.png""}","[{""slot"":1,""type"":{""name"":""normal""}},{""slot"":2,""type"":{""name"":""flying""}}]",408,"Noctowl",255.00000000000003
145,18,162,259,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/162.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",325,"Furret",180.55555555555557
140,11,168,265,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/168.png""}","[{""slot"":1,""type"":{""name"":""bug""}},{""slot"":2,""type"":{""name"":""poison""}}]",335,"Ariados",304.54545454545456
53,10,165,262,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/165.png""}","[{""slot"":1,""type"":{""name"":""bug""}},{""slot"":2,""type"":{""name"":""flying""}}]",108,"Ledyba",108
137,14,166,263,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/166.png""}","[{""slot"":1,""type"":{""name"":""bug""}},{""slot"":2,""type"":{""name"":""flying""}}]",356,"Ledian",254.28571428571428
50,5,167,264,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/167.png""}","[{""slot"":1,""type"":{""name"":""bug""}},{""slot"":2,""type"":{""name"":""poison""}}]",85,"Spinarak",170
268,18,169,75,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/169.png""}","[{""slot"":1,""type"":{""name"":""poison""}},{""slot"":2,""type"":{""name"":""flying""}}]",750,"Crobat",416.6666666666667
66,5,170,266,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/170.png""}","[{""slot"":1,""type"":{""name"":""water""}},{""slot"":2,""type"":{""name"":""electric""}}]",120,"Chinchou",240
41,3,172,34,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/172.png""}","[{""slot"":1,""type"":{""name"":""electric""}}]",20,"Pichu",66.66666666666667
44,3,173,63,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/173.png""}","[{""slot"":1,""type"":{""name"":""fairy""}}]",30,"Cleffa",100
161,12,171,267,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/171.png""}","[{""slot"":1,""type"":{""name"":""water""}},{""slot"":2,""type"":{""name"":""electric""}}]",225,"Lanturn",187.5
42,3,174,70,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/174.png""}","[{""slot"":1,""type"":{""name"":""normal""}},{""slot"":2,""type"":{""name"":""fairy""}}]",10,"Igglybuff",33.333333333333336
49,3,175,268,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/175.png""}","[{""slot"":1,""type"":{""name"":""fairy""}}]",15,"Togepi",50
142,6,176,269,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/176.png""}","[{""slot"":1,""type"":{""name"":""fairy""}},{""slot"":2,""type"":{""name"":""flying""}}]",32,"Togetic",53.333333333333336
128,8,180,274,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/180.png""}","[{""slot"":1,""type"":{""name"":""electric""}}]",133,"Flaaffy",166.25
165,15,178,272,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/178.png""}","[{""slot"":1,""type"":{""name"":""psychic""}},{""slot"":2,""type"":{""name"":""flying""}}]",150,"Xatu",100
56,6,179,273,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/179.png""}","[{""slot"":1,""type"":{""name"":""electric""}}]",78,"Mareep",130.00000000000003
230,14,181,275,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/181.png""}","[{""slot"":1,""type"":{""name"":""electric""}}]",615,"Ampharos",439.2857142857142
64,2,177,271,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/177.png""}","[{""slot"":1,""type"":{""name"":""psychic""}},{""slot"":2,""type"":{""name"":""flying""}}]",20,"Natu",100
245,4,182,79,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/182.png""}","[{""slot"":1,""type"":{""name"":""grass""}}]",58,"Bellossom",145.00000000000003
88,4,183,278,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/183.png""}","[{""slot"":1,""type"":{""name"":""water""}},{""slot"":2,""type"":{""name"":""fairy""}}]",85,"Marill",212.5
210,8,184,279,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/184.png""}","[{""slot"":1,""type"":{""name"":""water""}},{""slot"":2,""type"":{""name"":""fairy""}}]",285,"Azumarill",356.25
144,12,185,281,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/185.png""}","[{""slot"":1,""type"":{""name"":""rock""}}]",380,"Sudowoodo",316.6666666666667
250,11,186,102,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/186.png""}","[{""slot"":1,""type"":{""name"":""water""}}]",339,"Politoed",308.1818181818182
50,4,187,282,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/187.png""}","[{""slot"":1,""type"":{""name"":""grass""}},{""slot"":2,""type"":{""name"":""flying""}}]",5,"Hoppip",12.5
119,6,188,283,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/188.png""}","[{""slot"":1,""type"":{""name"":""grass""}},{""slot"":2,""type"":{""name"":""flying""}}]",10,"Skiploom",16.666666666666668
207,8,189,284,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/189.png""}","[{""slot"":1,""type"":{""name"":""grass""}},{""slot"":2,""type"":{""name"":""flying""}}]",30,"Jumpluff",37.5
72,8,190,285,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/190.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",115,"Aipom",143.75
36,3,191,287,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/191.png""}","[{""slot"":1,""type"":{""name"":""grass""}}]",18,"Sunkern",60.00000000000001
149,8,192,288,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/192.png""}","[{""slot"":1,""type"":{""name"":""grass""}}]",85,"Sunflora",106.25
78,12,193,289,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/193.png""}","[{""slot"":1,""type"":{""name"":""bug""}},{""slot"":2,""type"":{""name"":""flying""}}]",380,"Yanma",316.6666666666667
151,14,195,292,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/195.png""}","[{""slot"":1,""type"":{""name"":""water""}},{""slot"":2,""type"":{""name"":""ground""}}]",750,"Quagsire",535.7142857142857
42,4,194,291,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/194.png""}","[{""slot"":1,""type"":{""name"":""water""}},{""slot"":2,""type"":{""name"":""ground""}}]",85,"Wooper",212.5
184,9,196,220,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/196.png""}","[{""slot"":1,""type"":{""name"":""psychic""}}]",265,"Espeon",294.44444444444446
184,10,197,221,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/197.png""}","[{""slot"":1,""type"":{""name"":""dark""}}]",270,"Umbreon",270
81,5,198,293,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/198.png""}","[{""slot"":1,""type"":{""name"":""dark""}},{""slot"":2,""type"":{""name"":""flying""}}]",21,"Murkrow",42
172,20,199,130,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/199.png""}","[{""slot"":1,""type"":{""name"":""water""}},{""slot"":2,""type"":{""name"":""psychic""}}]",795,"Slowking",397.5
87,7,200,295,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/200.png""}","[{""slot"":1,""type"":{""name"":""ghost""}}]",10,"Misdreavus",14.285714285714285
142,13,202,299,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/202.png""}","[{""slot"":1,""type"":{""name"":""psychic""}}]",285,"Wobbuffet",219.23076923076923
58,6,204,301,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/204.png""}","[{""slot"":1,""type"":{""name"":""bug""}}]",72,"Pineco",120.00000000000001
118,5,201,297,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/201.png""}","[{""slot"":1,""type"":{""name"":""psychic""}}]",50,"Unown",100
163,12,205,302,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/205.png""}","[{""slot"":1,""type"":{""name"":""bug""}},{""slot"":2,""type"":{""name"":""steel""}}]",1258,"Forretress",1048.3333333333335
159,15,203,300,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/203.png""}","[{""slot"":1,""type"":{""name"":""normal""}},{""slot"":2,""type"":{""name"":""psychic""}}]",415,"Girafarig",276.6666666666667
145,15,206,303,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/206.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",140,"Dunsparce",93.33333333333334
86,11,207,304,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/207.png""}","[{""slot"":1,""type"":{""name"":""ground""}},{""slot"":2,""type"":{""name"":""flying""}}]",648,"Gligar",589.090909090909
179,92,208,152,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/208.png""}","[{""slot"":1,""type"":{""name"":""steel""}},{""slot"":2,""type"":{""name"":""ground""}}]",4000,"Steelix",434.78260869565213
158,14,210,307,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/210.png""}","[{""slot"":1,""type"":{""name"":""fairy""}}]",487,"Granbull",347.85714285714283
60,6,209,306,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/209.png""}","[{""slot"":1,""type"":{""name"":""fairy""}}]",78,"Snubbull",130.00000000000003
88,5,211,308,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/211.png""}","[{""slot"":1,""type"":{""name"":""water""}},{""slot"":2,""type"":{""name"":""poison""}}]",39,"Qwilfish",78
175,15,214,310,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/214.png""}","[{""slot"":1,""type"":{""name"":""bug""}},{""slot"":2,""type"":{""name"":""fighting""}}]",540,"Heracross",360
177,6,213,309,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/213.png""}","[{""slot"":1,""type"":{""name"":""bug""}},{""slot"":2,""type"":{""name"":""rock""}}]",205,"Shuckle",341.6666666666667
175,18,212,197,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/212.png""}","[{""slot"":1,""type"":{""name"":""bug""}},{""slot"":2,""type"":{""name"":""steel""}}]",1180,"Scizor",655.5555555555555
86,9,215,312,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/215.png""}","[{""slot"":1,""type"":{""name"":""dark""}},{""slot"":2,""type"":{""name"":""ice""}}]",280,"Sneasel",311.11111111111114
66,6,216,314,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/216.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",88,"Teddiursa",146.66666666666669
50,7,218,316,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/218.png""}","[{""slot"":1,""type"":{""name"":""fire""}}]",350,"Slugma",499.99999999999994
175,18,217,315,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/217.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",1258,"Ursaring",698.888888888889
50,4,220,318,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/220.png""}","[{""slot"":1,""type"":{""name"":""ice""}},{""slot"":2,""type"":{""name"":""ground""}}]",65,"Swinub",162.5
151,8,219,317,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/219.png""}","[{""slot"":1,""type"":{""name"":""fire""}},{""slot"":2,""type"":{""name"":""rock""}}]",550,"Magcargo",687.5
158,11,221,319,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/221.png""}","[{""slot"":1,""type"":{""name"":""ice""}},{""slot"":2,""type"":{""name"":""ground""}}]",558,"Piloswine",507.2727272727273
144,6,222,321,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/222.png""}","[{""slot"":1,""type"":{""name"":""water""}},{""slot"":2,""type"":{""name"":""rock""}}]",50,"Corsola",83.33333333333334
170,21,226,327,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/226.png""}","[{""slot"":1,""type"":{""name"":""water""}},{""slot"":2,""type"":{""name"":""flying""}}]",2200,"Mantine",1047.6190476190477
168,9,224,324,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/224.png""}","[{""slot"":1,""type"":{""name"":""water""}}]",285,"Octillery",316.6666666666667
60,6,223,323,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/223.png""}","[{""slot"":1,""type"":{""name"":""water""}}]",120,"Remoraid",200
116,9,225,325,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/225.png""}","[{""slot"":1,""type"":{""name"":""ice""}},{""slot"":2,""type"":{""name"":""flying""}}]",160,"Delibird",177.77777777777777
66,6,228,329,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/228.png""}","[{""slot"":1,""type"":{""name"":""dark""}},{""slot"":2,""type"":{""name"":""fire""}}]",108,"Houndour",180.00000000000003
270,18,230,188,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/230.png""}","[{""slot"":1,""type"":{""name"":""water""}},{""slot"":2,""type"":{""name"":""dragon""}}]",1520,"Kingdra",844.4444444444445
66,5,231,332,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/231.png""}","[{""slot"":1,""type"":{""name"":""ground""}}]",335,"Phanpy",670
163,17,227,328,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/227.png""}","[{""slot"":1,""type"":{""name"":""steel""}},{""slot"":2,""type"":{""name"":""flying""}}]",505,"Skarmory",297.05882352941177
175,14,229,330,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/229.png""}","[{""slot"":1,""type"":{""name"":""dark""}},{""slot"":2,""type"":{""name"":""fire""}}]",350,"Houndoom",249.99999999999997
175,11,232,333,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/232.png""}","[{""slot"":1,""type"":{""name"":""ground""}}]",1200,"Donphan",1090.909090909091
180,6,233,226,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/233.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",325,"Porygon2",541.6666666666667
88,12,235,335,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/235.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",580,"Smeargle",483.33333333333337
42,7,236,167,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/236.png""}","[{""slot"":1,""type"":{""name"":""fighting""}}]",210,"Tyrogue",299.99999999999994
163,14,234,334,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/234.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",712,"Stantler",508.57142857142856
159,14,237,170,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/237.png""}","[{""slot"":1,""type"":{""name"":""fighting""}}]",480,"Hitmontop",342.85714285714283
61,4,238,199,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/238.png""}","[{""slot"":1,""type"":{""name"":""ice""}},{""slot"":2,""type"":{""name"":""psychic""}}]",60,"Smoochum",150
72,6,239,201,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png""}","[{""slot"":1,""type"":{""name"":""electric""}}]",235,"Elekid",391.6666666666667
73,7,240,204,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png""}","[{""slot"":1,""type"":{""name"":""fire""}}]",214,"Magby",305.7142857142857
172,12,241,336,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",755,"Miltank",629.1666666666667
635,15,242,181,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png""}","[{""slot"":1,""type"":{""name"":""normal""}}]",468,"Blissey",312.00000000000006
290,19,243,337,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png""}","[{""slot"":1,""type"":{""name"":""electric""}}]",1780,"Raikou",936.8421052631579
290,21,244,338,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png""}","[{""slot"":1,""type"":{""name"":""fire""}}]",1980,"Entei",942.8571428571429
290,20,245,339,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png""}","[{""slot"":1,""type"":{""name"":""water""}}]",1870,"Suicune",935
60,6,246,340,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png""}","[{""slot"":1,""type"":{""name"":""rock""}},{""slot"":2,""type"":{""name"":""ground""}}]",720,"Larvitar",1200
144,12,247,341,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png""}","[{""slot"":1,""type"":{""name"":""rock""}},{""slot"":2,""type"":{""name"":""ground""}}]",1520,"Pupitar",1266.6666666666667
300,20,248,342,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png""}","[{""slot"":1,""type"":{""name"":""rock""}},{""slot"":2,""type"":{""name"":""dark""}}]",2020,"Tyranitar",1010
340,52,249,344,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png""}","[{""slot"":1,""type"":{""name"":""psychic""}},{""slot"":2,""type"":{""name"":""flying""}}]",2160,"Lugia",415.38461538461536
340,38,250,345,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png""}","[{""slot"":1,""type"":{""name"":""fire""}},{""slot"":2,""type"":{""name"":""flying""}}]",1990,"Ho-oh",523.6842105263158
300,6,251,346,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png""}","[{""slot"":1,""type"":{""name"":""psychic""}},{""slot"":2,""type"":{""name"":""grass""}}]",50,"Celebi",83.33333333333334
62,5,252,347,"{""front_default"":""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png""}","[{""slot"":1,""type"":{""name"":""grass""}}]",50,"Treecko",100
